age;nationality;gender;Activites_label;Produits;Relation;Pays;isPEP;famCode;VoieDeDistribution;riskLevel (Y)
39;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;INCENDIE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
48;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
29;Tunisie;homme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;C;Bureaux directs;RM
59;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
47;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
61;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
66;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
20;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
41;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
45;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Adherent;TUNISIE;FALSE;M;Agences;RM
66;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
37;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
35;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
51;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
83;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;curateur;TUNISIE;FALSE;M;Courtiers;RE
46;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Epargne;Personnel;TUNISIE;FALSE;M;Bureaux directs;RM
54;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
61;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
45;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
51;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
66;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;Personnel;TUNISIE;FALSE;M;Agences;RM
40;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
61;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
68;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
72;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;V;Agences;RM
32;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
32;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
31;Tunisie;homme;AUTRES SERVICES;Prevoyance;conjoint(e);TUNISIE;FALSE;M;Courtiers;RM
28;Tunisie;homme;SERVICES  MATERIELS INFORMATIQUES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
73;Tunisie;homme;AUTRES SERVICES;Prevoyance;Adherent;TUNISIE;FALSE;M;Courtiers;RM
45;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Epargne;conjoint(e);TUNISIE;FALSE;V;Courtiers;RM
19;Tunisie;homme;AUTRES SERVICES;Epargne;enfant;TUNISIE;FALSE;C;Courtiers;RE
21;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
25;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
46;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
49;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;Personnel;TUNISIE;FALSE;M;Agences;RM
52;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;Personnel;TUNISIE;FALSE;M;Agences;RM
63;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
59;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
58;Tunisie;femme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
57;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
52;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
63;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
26;Tunisie;homme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;C;Bureaux directs;RM
42;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
33;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
43;Tunisie;femme;AUTRES INDUSTRIES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
40;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
48;Tunisie;homme;MEDECINS PHARMACIENS  AUTRES AUXILIAIRES DE SANTE;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
46;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
47;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
27;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
52;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
41;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
55;Tunisie;homme;SERVICES  MATERIELS INFORMATIQUES ;Autres risques;Adherent;TUNISIE;FALSE;D;Agences;RM
32;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
45;Tunisie;femme;ARTS COMMUNICATIONS  MULTIMEDIAS ;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
50;Tunisie;femme;AUTRES SERVICES;Prevoyance;Adherent;TUNISIE;FALSE;M;Courtiers;RM
25;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
47;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Epargne;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
41;Tunisie;homme;AUTRES INDUSTRIES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
33;Tunisie;homme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;C;Courtiers;RM
59;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
47;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
53;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
66;Tunisie;homme;CONSTRUCTIONS TRAVAUX DINSTALLATIONS  DE BATIMENT ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RM
31;Tunisie;homme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;C;Courtiers;RM
31;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;femme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
26;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
34;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;femme;AUTRES SERVICES;SANTE;Adherent;TUNISIE;FALSE;C;Courtiers;RM
56;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
69;Tunisie;homme;AUTRES SERVICES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;homme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
31;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
28;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
54;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
30;Tunisie;femme;AUTRES INDUSTRIES;AUTOMOBILE;Personnel;TUNISIE;FALSE;C;Agences;RM
42;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
38;Tunisie;homme;INDUSTRIES MECANIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
30;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
49;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;Adherent;TUNISIE;FALSE;M;Courtiers;RM
33;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
52;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
29;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
71;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
45;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
35;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
48;Tunisie;homme;AUTRES SERVICES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
25;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
44;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;SANTE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
37;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Prevoyance;Adherent;TUNISIE;FALSE;M;Agences;RM
32;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
65;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
71;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
52;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Epargne;Personnel;TUNISIE;FALSE;M;Bureaux directs;RM
48;Tunisie;femme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
21;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
50;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
28;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
47;Tunisie;femme;AUTRES SERVICES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
34;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
30;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
34;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
22;Tunisie;homme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
44;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Epargne;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
82;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
71;Tunisie;homme;ENERGIES ELECTRICITESPETROLES GAZ MINERAIS  MATIERES PREMIERES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
51;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
70;Tunisie;homme;AUTRES INDUSTRIES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
61;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
50;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
43;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
59;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
60;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
25;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
29;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
44;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
40;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
67;Tunisie;homme;TRANSPORTS ROUTIERS FERROVIAIRES SERVICES CONNEXES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
53;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
51;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;SANTE;Adherent;TUNISIE;FALSE;M;Agences;RM
31;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
67;Tunisie;homme;ARTS COMMUNICATIONS  MULTIMEDIAS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
60;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
44;Tunisie;femme;COMPTABILITES AUDITS  GESTIONS ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Courtiers;RM
58;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
37;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
38;Tunisie;homme;ARTISANATS ;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
27;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Agences;RM
45;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
77;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
55;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
50;Afrique du Sud;femme;ASSOCIATIONS ORGANISMES POLITIQUES PATRONALS  PROFESSIONNELS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
41;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
58;Tunisie;homme;INDUSTRIES BOIS  AMEUBLEMENTS ;AUTOMOBILE;curateur;TUNISIE;FALSE;M;Courtiers;RM
51;Tunisie;femme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
43;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
36;Tunisie;femme;AUTRES SERVICES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
70;Tunisie;femme;ARTISANATS ;Prevoyance;Membre;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
66;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
53;Tunisie;femme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
44;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
30;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
44;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
78;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
19;Tunisie;femme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
36;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
29;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
39;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
42;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;femme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Epargne;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
39;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;Membre;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;femme;SANS ACTIVITES PECUNIAIRES ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
43;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
42;Tunisie;homme;ENSEIGNEMENTS  ACTIVITES CULTURELLES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
26;Tunisie;homme;ETUDES SCIENTIFIQUES TECHNIQUES CONSEILS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
26;Tunisie;homme;SANS ACTIVITES PECUNIAIRES ;Autres risques;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
31;Tunisie;femme;MEDECINS PHARMACIENS  AUTRES AUXILIAIRES DE SANTE;Autres risques;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
49;Tunisie;homme;BANQUES ASSURANCES  ETABLISSEMENTS FINANCIERS;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RF
28;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Courtiers;RM
34;Tunisie;homme;TOURISMES HOTELLERIES  RESTAURATIONS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Bureaux directs;RM
32;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
26;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Autres risques;Adherent;TUNISIE;FALSE;C;Agences;RM
56;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
53;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;C;Agences;RM
54;Tunisie;homme;COMMERCES NEGOCES DISTRIBUTIONS  LIVRAISON;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
70;Tunisie;homme;AUTRES SERVICES;Prevoyance;Adherent;TUNISIE;FALSE;M;Courtiers;RM
66;Tunisie;femme;ARTISANATS ;AUTOMOBILE;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
57;Tunisie;homme;ADMINISTRATIONS  FONCTIONS PUBLIQUES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
45;Tunisie;homme;AGRICULTURES ELEVAGES  CHASSE;Autres risques;Adherent;TUNISIE;FALSE;M;Agences;RM
62;Tunisie;homme;AUTRES INDUSTRIES;Prevoyance;lui-elle-meme;TUNISIE;FALSE;M;Agences;RM
54;Tunisie;homme;AUTRES SERVICES;AUTOMOBILE;Adherent;TUNISIE;FALSE;C;Courtiers;RM
